clean_text,sentiment_label
prompt consumer prompt customer service instead customer hold hr,0
lol great answer agent checking passenger quickly possible appreciate patience,1
garbage trying book reward flight got cancelled flighted still cant get anyone phone unacceptable,0
great first night,2
called btv desk information exists system dont make easy customer access,0
ill sticking future change fee first bag free stellar customer service,0
travel advisory coming carolina bad weather,1
sitting freezing bus nobody plane,0
waiting plane long missed connecting flight left early thats last flight tonight help,0
seems airline without dedicated line status member,0
sent dm thank acknowledgment,2
cancelled flightled flight fort lauderdale philly usair flight got philly problem wtf wrong sw,0
airway corporation register high short interest wall street pulse,1
want deal customer service agent practical knowledgeprovide direct contact,0
tried reaching guy im running time patience want flight honor want confirmation,0
longing look blue eye,2
hold hour diff agent w different information frustrating kept getting txfd,0
sitting plane pilot thanks,0
called hung,0
janet amp denphl flight cancelled flightled saturday usair rescheduled automatically amp notified u email additional cost,2
finally passbook option swa app thank,2
flight delayed hour gf meal despite early request attendant seat fell leg,0
completely understand act god weatherrelate flightd cancelled flightlation day without reimbursement kind,0
missing connecting transportation puerto rico result need get vieques today,0
would willing help surprise bestfriend ticket go see gracias,1
think need follow dm,1
plus youve added commercial experience tacky,2
face palm believe last hr hr sleep cant,0
currently cry wanted ski tomorrow prolly boy tryna fulfill dream,0
need look handling flight company size protocol place help,0
bother surveying,0
super lame charge tv international flight u isnt,0
thankful united ground staff put last seat last flight home late flight still home,2
start flight booking problem flight november,1
ask slc checkinbag drop found dark blueblackish fit bit flex wouldve lost around pm mt,0
rebooked flight question people get hotel others dont like,0
delayed due weve heard,0
thanks travis phl east checkin knowing baggage policy ski amp boot count teach mgr didnt know,2
loyal premier platinum member lack communication really bad also dont see taken yet,0
may cry,0
ok hope thy bahamas next,1
educate bohol c wall volunteer staff help kid buy plane ticketi cant help,1
idea spring sale soon travel late flight august early september going pa lax,1
due apparent water issue checked fine check husband already deal first,0
traveling fra thru iad mco tomorrow concerned abt iad weather cant change advisory issued advice,1
yes valuable time lost,0
well thanks charging switching two cancelled flightled flight anyway pretty nice,2
ridiculous hour coming waiting deplane newborn board,0
another terrible experience united discrimination delay help customer service,0
unhelpful,0
ruining vacation left right would thought airline cancelled flight ticket without telling buyer,0
delayed need extra min make would appreciate little help week,0
flight balt hit turbulence baby cried kid vomited chaos flight attendant caroline superhero,0
according ground staff hasnt even taken plane yet,0
flight cancelled flightled cant get desk nothing showing online reservation,0
got rebooked tomorrow,1
way dm,1
bag baggage claim c c flt see plane take min,0
,2
wife month old might miss flight next direct pm mother law hold customer support,0
great thanks,2
boarding time ua crewe,0
dca nantucket washington business journal,1
fair enough dont usually rant good know someone listening,2
never,0
thanks reply get better seat next leg munich would nice,2
trying check flight line working amp agent busy take call,0
rd time flying southwest two year another trip back mx october,1
hour tarmac charleston still cant get response week unacceptable,0
thank,2
diverged burlington vermont suck,0
anyone answering phone today listening damn message minute,0
canned empathize think team lost right capitalized lowercase team day,0
either staff whoever contract pvd failing big time tonight,0
thank finally made destination,2
whats hold flight slc den,0
best customer service,2
guy need serious training customer service many better option put way guy handle ur mistake,0
guy get rid hip hop station sirius xm,1
say call connecting get song dance weather weather bad day called day,0
due road condition,1
never got update worst communication u flight delay mechanical word,0
grounded flight bc equipment problem amp rude wife traveling alone wour young kid never,0
say estimated leave hour ago hasnt left yet thanks useful information,0
thanks nothing really minute wait time ive call back x thats minute wait time,0
phone nbr refund dept,1
crossed prior time carrier issue karen rude untrained unhelpful also spoke,0
flite,1
prove,0
first interaction people morning bad weather sorry wont flying,0
major issue getting boston crew exceptional let see thing roll philly,2
thanks finally got afternoon,2
also problem calling u airline send automatic call email rebook courtesy,0
